倉庫毎の実在庫,商品ID,商品名,在庫しきい値,カテゴリー名,販売可能数,引当済 (全倉庫),安全在庫数,未引当,安全在庫設定値,実在庫数,倉庫ID,倉庫,実在庫 (倉庫毎),引当済 (倉庫毎),SKUコード,セット区分,セット構成品商品ID,セット構成品名,構成品数
0,71032-00000139,bdr-3002-1-20,1,老眼鏡,18,0,0,0,0,18,999,RFC倉庫,0,0,bdr-3002-1-20,0,,,
18,71032-00000139,bdr-3002-1-20,1,老眼鏡,18,0,0,0,0,18,61144,自社倉庫,18,0,bdr-3002-1-20,0,,,
0,71032-00000140,bdr-3002-2-20,1,老眼鏡,18,0,0,0,0,18,999,RFC倉庫,0,0,bdr-3002-2-20,0,,,
18,71032-00000140,bdr-3002-2-20,1,老眼鏡,18,0,0,0,0,18,61144,自社倉庫,18,0,bdr-3002-2-20,0,,,
0,71032-00000141,bdr-3003-1-05,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,bdr-3003-1-05,0,,,
0,71032-00000141,bdr-3003-1-05,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,bdr-3003-1-05,0,,,
0,71032-00000142,bdr-3003-2-05,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,bdr-3003-2-05,0,,,
0,71032-00000142,bdr-3003-2-05,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,bdr-3003-2-05,0,,,
0,71032-00000143,bdr-3003-1-075,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,bdr-3003-1-075,0,,,
0,71032-00000143,bdr-3003-1-075,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,bdr-3003-1-075,0,,,
0,71032-00000144,bdr-3003-2-075,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,bdr-3003-2-075,0,,,
0,71032-00000144,bdr-3003-2-075,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,bdr-3003-2-075,0,,,
0,71032-00000145,bdr-3003-1-10,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,bdr-3003-1-10,0,,,
0,71032-00000145,bdr-3003-1-10,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,bdr-3003-1-10,0,,,
0,71032-00000146,bdr-3003-2-10,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,bdr-3003-2-10,0,,,
0,71032-00000146,bdr-3003-2-10,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,bdr-3003-2-10,0,,,
0,71032-00000147,bdr-3003-1-125,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,bdr-3003-1-125,0,,,
0,71032-00000147,bdr-3003-1-125,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,bdr-3003-1-125,0,,,
0,71032-00000148,bdr-3003-2-125,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,bdr-3003-2-125,0,,,
0,71032-00000148,bdr-3003-2-125,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,bdr-3003-2-125,0,,,
0,71032-00000149,bdr-3003-1-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,bdr-3003-1-15,0,,,
0,71032-00000149,bdr-3003-1-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,bdr-3003-1-15,0,,,
0,71032-00000150,bdr-3003-2-15,1,老眼鏡,14,0,0,0,0,14,999,RFC倉庫,0,0,bdr-3003-2-15,0,,,
14,71032-00000150,bdr-3003-2-15,1,老眼鏡,14,0,0,0,0,14,61144,自社倉庫,14,0,bdr-3003-2-15,0,,,
0,71032-00000151,bdr-3003-1-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,bdr-3003-1-20,0,,,
0,71032-00000151,bdr-3003-1-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,bdr-3003-1-20,0,,,
0,71032-00000152,bdr-3003-2-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,bdr-3003-2-20,0,,,
0,71032-00000152,bdr-3003-2-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,bdr-3003-2-20,0,,,
0,71032-00000153,bdr-3004-1-05,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,bdr-3004-1-05,0,,,
0,71032-00000153,bdr-3004-1-05,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,bdr-3004-1-05,0,,,
0,71032-00000154,bdr-3004-2-05,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,bdr-3004-2-05,0,,,
0,71032-00000154,bdr-3004-2-05,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,bdr-3004-2-05,0,,,
0,71032-00000155,bdr-3004-1-075,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,bdr-3004-1-075,0,,,
0,71032-00000155,bdr-3004-1-075,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,bdr-3004-1-075,0,,,
0,71032-00000156,bdr-3004-2-075,1,老眼鏡,0,1,0,0,0,1,999,RFC倉庫,0,0,bdr-3004-2-075,0,,,
1,71032-00000156,bdr-3004-2-075,1,老眼鏡,0,1,0,0,0,1,61144,自社倉庫,1,1,bdr-3004-2-075,0,,,
0,71032-00000157,bdr-3004-1-10,1,老眼鏡,9,0,0,0,0,9,999,RFC倉庫,0,0,bdr-3004-1-10,0,,,
9,71032-00000157,bdr-3004-1-10,1,老眼鏡,9,0,0,0,0,9,61144,自社倉庫,9,0,bdr-3004-1-10,0,,,
0,71032-00000158,bdr-3004-2-10,1,老眼鏡,11,0,0,0,0,11,999,RFC倉庫,0,0,bdr-3004-2-10,0,,,
11,71032-00000158,bdr-3004-2-10,1,老眼鏡,11,0,0,0,0,11,61144,自社倉庫,11,0,bdr-3004-2-10,0,,,
0,71032-00000159,bdr-3004-1-125,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,bdr-3004-1-125,0,,,
0,71032-00000159,bdr-3004-1-125,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,bdr-3004-1-125,0,,,
0,71032-00000160,bdr-3004-2-125,1,老眼鏡,2,0,0,0,0,2,999,RFC倉庫,0,0,bdr-3004-2-125,0,,,
2,71032-00000160,bdr-3004-2-125,1,老眼鏡,2,0,0,0,0,2,61144,自社倉庫,2,0,bdr-3004-2-125,0,,,
0,71032-00000161,bdr-3004-1-15,1,老眼鏡,10,1,0,0,0,11,999,RFC倉庫,0,0,bdr-3004-1-15,0,,,
11,71032-00000161,bdr-3004-1-15,1,老眼鏡,10,1,0,0,0,11,61144,自社倉庫,11,1,bdr-3004-1-15,0,,,
0,71032-00000162,bdr-3004-2-15,1,老眼鏡,13,0,0,0,0,13,999,RFC倉庫,0,0,bdr-3004-2-15,0,,,
13,71032-00000162,bdr-3004-2-15,1,老眼鏡,13,0,0,0,0,13,61144,自社倉庫,13,0,bdr-3004-2-15,0,,,
0,71032-00000163,bdr-3004-1-20,1,老眼鏡,8,0,0,0,0,8,999,RFC倉庫,0,0,bdr-3004-1-20,0,,,
8,71032-00000163,bdr-3004-1-20,1,老眼鏡,8,0,0,0,0,8,61144,自社倉庫,8,0,bdr-3004-1-20,0,,,
0,71032-00000164,bdr-3004-2-20,1,老眼鏡,11,0,0,0,0,11,999,RFC倉庫,0,0,bdr-3004-2-20,0,,,
11,71032-00000164,bdr-3004-2-20,1,老眼鏡,11,0,0,0,0,11,61144,自社倉庫,11,0,bdr-3004-2-20,0,,,
0,71032-00000165,bds-114-2,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-114-2,0,,,
0,71032-00000165,bds-114-2,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-114-2,0,,,
0,71032-00000166,bds-115-1,1,サングラス,1,0,0,0,0,1,999,RFC倉庫,0,0,bds-115-1,0,,,
1,71032-00000166,bds-115-1,1,サングラス,1,0,0,0,0,1,61144,自社倉庫,1,0,bds-115-1,0,,,
0,71032-00000167,bds-115-2,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-115-2,0,,,
0,71032-00000167,bds-115-2,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-115-2,0,,,
0,71032-00000168,bds-115-3,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-115-3,0,,,
0,71032-00000168,bds-115-3,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-115-3,0,,,
0,71032-00000169,bds-117-1,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-117-1,0,,,
0,71032-00000169,bds-117-1,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-117-1,0,,,
0,71032-00000170,bds-117-2,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-117-2,0,,,
0,71032-00000170,bds-117-2,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-117-2,0,,,
0,71032-00000171,bds-117-3,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-117-3,0,,,
0,71032-00000171,bds-117-3,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-117-3,0,,,
0,71032-00000172,bds-120-1,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-120-1,0,,,
0,71032-00000172,bds-120-1,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-120-1,0,,,
0,71032-00000173,bds-120-2,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-120-2,0,,,
0,71032-00000173,bds-120-2,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-120-2,0,,,
0,71032-00000174,bds-120-3,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-120-3,0,,,
0,71032-00000174,bds-120-3,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-120-3,0,,,
0,71032-00000175,bds-121-2,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-121-2,0,,,
0,71032-00000175,bds-121-2,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-121-2,0,,,
0,71032-00000176,bds-121-3,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-121-3,0,,,
0,71032-00000176,bds-121-3,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-121-3,0,,,
0,71032-00000177,bds-125-1,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-125-1,0,,,
0,71032-00000177,bds-125-1,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-125-1,0,,,
0,71032-00000178,bds-125-2,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-125-2,0,,,
0,71032-00000178,bds-125-2,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-125-2,0,,,
0,71032-00000179,bds-125-3,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-125-3,0,,,
0,71032-00000179,bds-125-3,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-125-3,0,,,
0,71032-00000180,bds-135-1,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-135-1,0,,,
0,71032-00000180,bds-135-1,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-135-1,0,,,
0,71032-00000181,bds-135-2,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-135-2,0,,,
0,71032-00000181,bds-135-2,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-135-2,0,,,
0,71032-00000182,bds-135-3,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-135-3,0,,,
0,71032-00000182,bds-135-3,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-135-3,0,,,
0,71032-00000183,bds-138-1-xs,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-138-1-xs,0,,,
0,71032-00000183,bds-138-1-xs,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-138-1-xs,0,,,
0,71032-00000184,bds-138-2-xs,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-138-2-xs,0,,,
0,71032-00000184,bds-138-2-xs,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-138-2-xs,0,,,
0,71032-00000185,bds-138-3-xs,1,サングラス,1,0,0,0,0,1,999,RFC倉庫,0,0,bds-138-3-xs,0,,,
1,71032-00000185,bds-138-3-xs,1,サングラス,1,0,0,0,0,1,61144,自社倉庫,1,0,bds-138-3-xs,0,,,
0,71032-00000186,bds-138-1-s,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-138-1-s,0,,,
0,71032-00000186,bds-138-1-s,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-138-1-s,0,,,
0,71032-00000187,bds-138-2-s,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-138-2-s,0,,,
0,71032-00000187,bds-138-2-s,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-138-2-s,0,,,
0,71032-00000188,bds-138-3-s,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-138-3-s,0,,,
0,71032-00000188,bds-138-3-s,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-138-3-s,0,,,
0,71032-00000189,bds-138-1-xl,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-138-1-xl,0,,,
0,71032-00000189,bds-138-1-xl,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-138-1-xl,0,,,
0,71032-00000190,bds-138-2-xl,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-138-2-xl,0,,,
0,71032-00000190,bds-138-2-xl,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-138-2-xl,0,,,
0,71032-00000191,bds-138-3-xl,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-138-3-xl,0,,,
0,71032-00000191,bds-138-3-xl,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-138-3-xl,0,,,
0,71032-00000192,bds-138-1-m,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-138-1-m,0,,,
0,71032-00000192,bds-138-1-m,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-138-1-m,0,,,
0,71032-00000193,bds-138-2-m,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-138-2-m,0,,,
0,71032-00000193,bds-138-2-m,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-138-2-m,0,,,
0,71032-00000194,bds-138-3-m,1,サングラス,2,0,0,0,0,2,999,RFC倉庫,0,0,bds-138-3-m,0,,,
2,71032-00000194,bds-138-3-m,1,サングラス,2,0,0,0,0,2,61144,自社倉庫,2,0,bds-138-3-m,0,,,
0,71032-00000195,bds-138-1-l,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-138-1-l,0,,,
0,71032-00000195,bds-138-1-l,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-138-1-l,0,,,
0,71032-00000196,bds-138-2-l,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-138-2-l,0,,,
0,71032-00000196,bds-138-2-l,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-138-2-l,0,,,
0,71032-00000197,bds-138-3-l,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-138-3-l,0,,,
0,71032-00000197,bds-138-3-l,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-138-3-l,0,,,
0,71032-00000198,bds-301-1,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-301-1,0,,,
0,71032-00000198,bds-301-1,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-301-1,0,,,
0,71032-00000199,bds-301-2,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-301-2,0,,,
0,71032-00000199,bds-301-2,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-301-2,0,,,
0,71032-00000200,bds-302-1,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-302-1,0,,,
0,71032-00000200,bds-302-1,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-302-1,0,,,
0,71032-00000201,bds-302-2,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,bds-302-2,0,,,
0,71032-00000201,bds-302-2,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,bds-302-2,0,,,
0,71032-00000202,c-32-navy,1,メガネケース,2,0,0,0,0,2,999,RFC倉庫,0,0,c-32-navy,0,,,
2,71032-00000202,c-32-navy,1,メガネケース,2,0,0,0,0,2,61144,自社倉庫,2,0,c-32-navy,0,,,
0,71032-00000203,c-32-red,1,メガネケース,1,0,0,0,0,1,999,RFC倉庫,0,0,c-32-red,0,,,
1,71032-00000203,c-32-red,1,メガネケース,1,0,0,0,0,1,61144,自社倉庫,1,0,c-32-red,0,,,
0,71032-00000204,c-32-brown,1,メガネケース,0,0,0,0,0,0,999,RFC倉庫,0,0,c-32-brown,0,,,
0,71032-00000204,c-32-brown,1,メガネケース,0,0,0,0,0,0,61144,自社倉庫,0,0,c-32-brown,0,,,
0,71032-00000205,c-52-brown,1,メガネケース,0,0,0,0,0,0,999,RFC倉庫,0,0,c-52-brown,0,,,
0,71032-00000205,c-52-brown,1,メガネケース,0,0,0,0,0,0,61144,自社倉庫,0,0,c-52-brown,0,,,
0,71032-00000206,c-52-darkbrown,1,メガネケース,0,0,0,0,0,0,999,RFC倉庫,0,0,c-52-darkbrown,0,,,
0,71032-00000206,c-52-darkbrown,1,メガネケース,0,0,0,0,0,0,61144,自社倉庫,0,0,c-52-darkbrown,0,,,
0,71032-00000207,cloth-mulga-1blk,1,メガネクロス,0,0,0,0,0,0,999,RFC倉庫,0,0,cloth-mulga-1blk,0,,,
0,71032-00000207,cloth-mulga-1blk,1,メガネクロス,0,0,0,0,0,0,61144,自社倉庫,0,0,cloth-mulga-1blk,0,,,
0,71032-00000208,cloth-mulga-2blue,1,メガネクロス,0,0,0,0,0,0,999,RFC倉庫,0,0,cloth-mulga-2blue,0,,,
0,71032-00000208,cloth-mulga-2blue,1,メガネクロス,0,0,0,0,0,0,61144,自社倉庫,0,0,cloth-mulga-2blue,0,,,
0,71032-00000209,cloth-mulga-3pink,1,メガネクロス,3,0,0,0,0,3,999,RFC倉庫,0,0,cloth-mulga-3pink,0,,,
3,71032-00000209,cloth-mulga-3pink,1,メガネクロス,3,0,0,0,0,3,61144,自社倉庫,3,0,cloth-mulga-3pink,0,,,
0,71032-00000210,cloth-mulga-4wht,1,メガネクロス,3,0,0,0,0,3,999,RFC倉庫,0,0,cloth-mulga-4wht,0,,,
3,71032-00000210,cloth-mulga-4wht,1,メガネクロス,3,0,0,0,0,3,61144,自社倉庫,3,0,cloth-mulga-4wht,0,,,
0,71032-00000233,d-120-black,1,メガネケース,0,0,0,0,0,0,999,RFC倉庫,0,0,d-120-black,0,,,
0,71032-00000233,d-120-black,1,メガネケース,0,0,0,0,0,0,61144,自社倉庫,0,0,d-120-black,0,,,
0,71032-00000234,d-120-gray,1,メガネケース,0,0,0,0,0,0,999,RFC倉庫,0,0,d-120-gray,0,,,
0,71032-00000234,d-120-gray,1,メガネケース,0,0,0,0,0,0,61144,自社倉庫,0,0,d-120-gray,0,,,
0,71032-00000235,d-120-white,1,メガネケース,3,0,0,0,0,3,999,RFC倉庫,0,0,d-120-white,0,,,
3,71032-00000235,d-120-white,1,メガネケース,3,0,0,0,0,3,61144,自社倉庫,3,0,d-120-white,0,,,
0,71032-00000236,d-120-mulga_multi_1,1,メガネケース,3,0,0,0,0,3,999,RFC倉庫,0,0,d-120-mulga_multi_1,0,,,
3,71032-00000236,d-120-mulga_multi_1,1,メガネケース,3,0,0,0,0,3,61144,自社倉庫,3,0,d-120-mulga_multi_1,0,,,
0,71032-00000237,d-120-mulga_multi_2,1,メガネケース,0,0,0,0,0,0,999,RFC倉庫,0,0,d-120-mulga_multi_2,0,,,
0,71032-00000237,d-120-mulga_multi_2,1,メガネケース,0,0,0,0,0,0,61144,自社倉庫,0,0,d-120-mulga_multi_2,0,,,
0,71032-00000238,d-120-mulga_multi_3,1,メガネケース,3,0,0,0,0,3,999,RFC倉庫,0,0,d-120-mulga_multi_3,0,,,
3,71032-00000238,d-120-mulga_multi_3,1,メガネケース,3,0,0,0,0,3,61144,自社倉庫,3,0,d-120-mulga_multi_3,0,,,
0,71032-00000239,el-20-black,1,メガネケース,0,0,0,0,0,0,999,RFC倉庫,0,0,el-20-black,0,,,
0,71032-00000239,el-20-black,1,メガネケース,0,0,0,0,0,0,61144,自社倉庫,0,0,el-20-black,0,,,
0,71032-00000240,el-20-brown,1,メガネケース,0,0,0,0,0,0,999,RFC倉庫,0,0,el-20-brown,0,,,
0,71032-00000240,el-20-brown,1,メガネケース,0,0,0,0,0,0,61144,自社倉庫,0,0,el-20-brown,0,,,
0,71032-00000244,fi2002-1,2,サングラス,11,0,0,0,0,11,999,RFC倉庫,0,0,fi2002-1,0,,,
11,71032-00000244,fi2002-1,2,サングラス,11,0,0,0,0,11,61144,自社倉庫,11,0,fi2002-1,0,,,
0,71032-00000245,fi2002-2,2,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,fi2002-2,0,,,
0,71032-00000245,fi2002-2,2,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,fi2002-2,0,,,
0,71032-00000246,fi2002-9,3,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,fi2002-9,0,,,
0,71032-00000246,fi2002-9,3,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,fi2002-9,0,,,
0,71032-00000247,fi2002-3,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,fi2002-3,0,,,
0,71032-00000247,fi2002-3,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,fi2002-3,0,,,
0,71032-00000248,fi2002-4,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,fi2002-4,0,,,
0,71032-00000248,fi2002-4,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,fi2002-4,0,,,
0,71032-00000249,fi2002-8,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,fi2002-8,0,,,
0,71032-00000249,fi2002-8,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,fi2002-8,0,,,
0,71032-00000250,fi2002-11,2,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,fi2002-11,0,,,
0,71032-00000250,fi2002-11,2,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,fi2002-11,0,,,
0,71032-00000258,fi3010-21,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,fi3010-21,0,,,
0,71032-00000258,fi3010-21,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,fi3010-21,0,,,
0,71032-00000268,fi5010-1,1,サングラス,3,0,0,0,0,3,999,RFC倉庫,0,0,fi5010-1,0,,,
3,71032-00000268,fi5010-1,1,サングラス,3,0,0,0,0,3,61144,自社倉庫,3,0,fi5010-1,0,,,
0,71032-00000270,fi5010-11,1,サングラス,3,0,0,0,0,3,999,RFC倉庫,0,0,fi5010-11,0,,,
3,71032-00000270,fi5010-11,1,サングラス,3,0,0,0,0,3,61144,自社倉庫,3,0,fi5010-11,0,,,
0,71032-00000271,fi5010-41,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,fi5010-41,0,,,
0,71032-00000271,fi5010-41,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,fi5010-41,0,,,
0,71032-00000273,fi5020-1,1,サングラス,1,0,0,0,0,1,999,RFC倉庫,0,0,fi5020-1,0,,,
1,71032-00000273,fi5020-1,1,サングラス,1,0,0,0,0,1,61144,自社倉庫,1,0,fi5020-1,0,,,
0,71032-00000274,fi5020-12,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,fi5020-12,0,,,
0,71032-00000274,fi5020-12,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,fi5020-12,0,,,
0,71032-00000291,fi5099-1,1,サングラス,10,0,0,0,0,10,999,RFC倉庫,0,0,fi5099-1,0,,,
10,71032-00000291,fi5099-1,1,サングラス,10,0,0,0,0,10,61144,自社倉庫,10,0,fi5099-1,0,,,
0,71032-00000292,fi5099-2,1,サングラス,10,0,0,0,0,10,999,RFC倉庫,0,0,fi5099-2,0,,,
10,71032-00000292,fi5099-2,1,サングラス,10,0,0,0,0,10,61144,自社倉庫,10,0,fi5099-2,0,,,
0,71032-00000293,fi5099-11,1,サングラス,10,0,0,0,0,10,999,RFC倉庫,0,0,fi5099-11,0,,,
10,71032-00000293,fi5099-11,1,サングラス,10,0,0,0,0,10,61144,自社倉庫,10,0,fi5099-11,0,,,
0,71032-00000294,fi5099-12,1,サングラス,10,0,0,0,0,10,999,RFC倉庫,0,0,fi5099-12,0,,,
10,71032-00000294,fi5099-12,1,サングラス,10,0,0,0,0,10,61144,自社倉庫,10,0,fi5099-12,0,,,
0,71032-00000296,fi5099-31,1,サングラス,10,0,0,0,0,10,999,RFC倉庫,0,0,fi5099-31,0,,,
10,71032-00000296,fi5099-31,1,サングラス,10,0,0,0,0,10,61144,自社倉庫,10,0,fi5099-31,0,,,
0,71032-00000303,fi5465a-1,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,fi5465a-1,0,,,
0,71032-00000303,fi5465a-1,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,fi5465a-1,0,,,
0,71032-00000305,fi5465a-31,1,サングラス,10,0,0,0,0,10,999,RFC倉庫,0,0,fi5465a-31,0,,,
10,71032-00000305,fi5465a-31,1,サングラス,10,0,0,0,0,10,61144,自社倉庫,10,0,fi5465a-31,0,,,
0,71032-00000308,fi5465a-13,1,サングラス,10,0,0,0,0,10,999,RFC倉庫,0,0,fi5465a-13,0,,,
10,71032-00000308,fi5465a-13,1,サングラス,10,0,0,0,0,10,61144,自社倉庫,10,0,fi5465a-13,0,,,
0,71032-00000309,fi5465a-72,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,fi5465a-72,0,,,
0,71032-00000309,fi5465a-72,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,fi5465a-72,0,,,
0,71032-00000312,fi7020-1,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,fi7020-1,0,,,
0,71032-00000312,fi7020-1,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,fi7020-1,0,,,
0,71032-00000313,fi7020-2,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,fi7020-2,0,,,
0,71032-00000313,fi7020-2,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,fi7020-2,0,,,
0,71032-00000314,fi7058-2,1,花粉対策メガネ,0,0,0,0,0,0,999,RFC倉庫,0,0,fi7058-2,0,,,
0,71032-00000314,fi7058-2,1,花粉対策メガネ,0,0,0,0,0,0,61144,自社倉庫,0,0,fi7058-2,0,,,
0,71032-00000315,fi7058-3,1,花粉対策メガネ,0,0,0,0,0,0,999,RFC倉庫,0,0,fi7058-3,0,,,
0,71032-00000315,fi7058-3,1,花粉対策メガネ,0,0,0,0,0,0,61144,自社倉庫,0,0,fi7058-3,0,,,
