"ブランド","品番","カラーNo","ｻｲｽﾞ","品名","カラー名","OEM区分","倉庫ｺｰﾄﾞ","倉庫名","ﾛｹｰｼｮﾝ","可能在庫数","出荷残数","ｷｰﾌﾟ残数","現在庫数","原単価","原価額","預かり区分","年月度","前月在庫数","入荷数","出荷数","入庫数","出庫数","振替数(+)","振替数(-)","調整数","棚卸差異","未入庫数"
"ﾏｻｷﾏﾂｼﾏF","MFP556","1","58","ＭＦＰ－５５６","ﾒﾀﾘｯｸﾈｲﾋﾞｰ","プロパー","1","物流部倉庫","002E010","4.00","0.00","0.00","4.00","6890.00","27560","自社","2026/09","4.00","0","0","0","0","0","0","0","0","0.00"
"ﾏｻｷﾏﾂｼﾏF","MFP556","2","58","ＭＦＰ－５５６","ｱﾝﾃｨｰｸｽﾓｰｸ","プロパー","1","物流部倉庫","002E010","6.00","0.00","0.00","6.00","6960.00","41760","自社","2026/09","6.00","0","0","0","0","0","0","0","0","0.00"
"ﾏｻｷﾏﾂｼﾏF","MFP566","1","58","ＭＦＰ－５６６","ｼﾙﾊﾞｰ･ｸﾞﾚｰ","プロパー","1","物流部倉庫","002E010","26.00","0.00","0.00","26.00","4805.00","124930","自社","2026/09","26.00","0","0","0","0","0","0","0","0","0.00"
"ﾏｻｷﾏﾂｼﾏF","MFP566","2","58","ＭＦＰ－５６６","ﾌﾞﾗｯｸ･ｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002E010","1.00","0.00","0.00","1.00","4975.00","4975","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾏｻｷﾏﾂｼﾏF","MFP566C","1","54","ＭＦＰ－５６６Ｃ","ﾃﾞｻﾞｰﾄｸﾞﾚｰ(ﾍｱﾗｲﾝﾗｲﾄｸﾞﾚｰ)","プロパー","1","物流部倉庫","002E010","36.00","0.00","0.00","36.00","3480.00","125280","自社","2026/09","36.00","0","0","0","0","0","0","0","0","0.00"
"ﾏｻｷﾏﾂｼﾏF","MFP566C","2","54","ＭＦＰ－５６６Ｃ","ﾌﾞﾗｯｸ(ﾍｱﾗｲﾝｺﾞｰﾙﾄﾞ)","プロパー","1","物流部倉庫","002E010","14.00","0.00","0.00","14.00","3380.00","47320","自社","2026/09","14.00","0","0","0","0","0","0","0","0","0.00"
"ﾏｻｷﾏﾂｼﾏF","MFP567","1","57","ＭＦＰ－５６７","ﾌﾞﾗｯｸ･ﾗｲﾄｸﾞﾚｰ","プロパー","1","物流部倉庫","002E010","19.00","0.00","0.00","19.00","4925.00","93575","自社","2026/09","20.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00"
"ﾏｻｷﾏﾂｼﾏF","MFP567","2","57","ＭＦＰ－５６７","ｼﾙﾊﾞｰ/ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","002E010","7.00","0.00","0.00","7.00","4665.00","32655","自社","2026/09","7.00","0","0","0","0","0","0","0","0","0.00"
"ﾏｻｷﾏﾂｼﾏF","MFP567C","1","55","ＭＦＰ－５６７Ｃ","ﾌﾞﾗｯｸ(ﾍｱﾗｲﾝﾗｲﾄｸﾞﾚｰ)","プロパー","1","物流部倉庫","002E010","27.00","1.00","0.00","28.00","3340.00","93520","自社","2026/09","29.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00"
"ﾏｻｷﾏﾂｼﾏF","MFP567C","2","55","ＭＦＰ－５６７Ｃ","ﾏｯﾄﾒﾀﾘｯｸｸﾞﾚｰ(ﾍｱﾗｲﾝﾗｲﾄｸﾞﾚｰ)","プロパー","1","物流部倉庫","002E010","19.00","0.00","0.00","19.00","3620.00","68780","自社","2026/09","19.00","0","0","0","0","0","0","0","0","0.00"
"ﾏｻｷﾏﾂｼﾏF","MFP567S","1","0","ＭＦＰ－５６７セット","ﾌﾞﾗｯｸ･ﾗｲﾄｸﾞﾚｰ","プロパー","1","物流部倉庫","002E010","1.00","0.00","0.00","1.00","8290.00","8290","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾏｻｷﾏﾂｼﾏF","MFP568","1","58","ＭＦＰ－５６８","ﾏｯﾄﾌﾞﾗｯｸ/ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","002E010","44.00","0.00","0.00","44.00","4378.00","192632","自社","2026/09","44.00","0","0","0","0","0","0","0","0","0.00"
"ﾏｻｷﾏﾂｼﾏF","MFP568C","1","56","ＭＦＰ－５６８Ｃ","ﾌﾞﾗｯｸ(ﾍｱﾗｲﾝﾗｲﾄｸﾞﾚｰ)","プロパー","1","物流部倉庫","002E010","53.00","1.00","0.00","54.00","3340.00","180360","自社","2026/09","54.00","0","0","0","0","0","0","0","0","0.00"
"ﾏｻｷﾏﾂｼﾏF","MFP568C","2","56","ＭＦＰ－５６８Ｃ","ｼﾙﾊﾞｰ(ﾍｱﾗｲﾝﾗｲﾄｸﾞﾚｰ)","プロパー","1","物流部倉庫","002E010","11.00","1.00","0.00","12.00","3620.00","43440","自社","2026/09","12.00","0","0","0","0","0","0","0","0","0.00"
"ﾏｻｷﾏﾂｼﾏF","MFP573","2","57","ＭＦＰ－５７３","ｸﾞﾚｰｻｻ","プロパー","1","物流部倉庫","002E010","5.00","0.00","0.00","5.00","6016.00","30080","自社","2026/09","5.00","0","0","0","0","0","0","0","0","0.00"
"ﾏｻｷﾏﾂｼﾏF","MFS124","2","58","ＭＦＳ－１２４","ﾎﾜｲﾄﾊﾟｰﾙ/ﾚｯﾄﾞ","プロパー","1","物流部倉庫","002E010","9.00","0.00","0.00","9.00","3350.00","30150","自社","2026/09","9.00","0","0","0","0","0","0","0","0","0.00"
"ﾏｻｷﾏﾂｼﾏF","MFS138","1","57","ＭＦＳ－１３８","ｸﾘｱﾚｯﾄﾞ･ﾍｱﾗｲﾝﾌﾞﾗｯｸ/ﾍｱﾗｲﾝﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","002E010","155.00","0.00","1.00","156.00","3507.00","547092","自社","2026/09","156.00","0","0","0","0","0","0","0","0","0.00"
"ﾏｻｷﾏﾂｼﾏF","MFS138","2","57","ＭＦＳ－１３８","ｸﾘｱｸﾞﾚｰ/ﾀﾞｰｸﾈｲﾋﾞｰ","プロパー","1","物流部倉庫","002E010","0.00","0.00","1.00","1.00","3507.00","3507","自社","2026/09","2.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾏｻｷﾏﾂｼﾏF","MFS138","3","57","ＭＦＳ－１３８","ｸﾘｱﾌﾞﾙｰｸﾞﾚｰ･ﾎﾜｲﾄﾊﾟｰﾙ/ﾎﾜｲﾄﾊﾟｰﾙ","プロパー","1","物流部倉庫","002E010","18.00","0.00","1.00","19.00","3507.00","66633","自社","2026/09","21.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","1.00"
"ﾏｻｷﾏﾂｼﾏF","MFS138","4","57","ＭＦＳ－１３８","ﾌﾞﾗｯｸ･IPｸﾞﾚｰﾏｯﾄ/IPｸﾞﾚｰﾏｯﾄ","プロパー","1","物流部倉庫","002E010","1.00","0.00","0.00","1.00","3892.00","3892","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾏｻｷﾏﾂｼﾏF","MFS139","2","58","ＭＦＳ－１３９","ｸﾘｱﾈｲﾋﾞｰ･ｸﾞﾚｰ/ｸﾞﾚｰﾊﾟｰﾙ","プロパー","1","物流部倉庫","002E010","1.00","0.00","1.00","2.00","3507.00","7014","自社","2026/09","2.00","0","0","0","0","0","0","0","0","2.00"
"ﾏｻｷﾏﾂｼﾏF","MFS139","3","58","ＭＦＳ－１３９","ﾌﾞﾗｯｸ･ｸﾘｱｸﾞﾚｰﾏｯﾄ/ﾚｯﾄﾞﾊﾟｰﾙ","プロパー","1","物流部倉庫","002E010","49.00","1.00","1.00","51.00","3507.00","178857","自社","2026/09","51.00","0","0","0","0","0","0","0","0","0.00"
"ﾏｻｷﾏﾂｼﾏF","MFS139","4","58","ＭＦＳ－１３９","ﾌﾞﾗｯｸﾏｯﾄ･ｸﾞﾚｰ/ﾌﾞﾗｯｸﾏｯﾄ","プロパー","1","物流部倉庫","002E010","5.00","0.00","2.00","7.00","3507.00","24549","自社","2026/09","7.00","0","0","0","0","0","0","0","0","0.00"
"ﾏｻｷﾏﾂｼﾏD3 F","MF3D101","1","55","ＭＦ３Ｄ－１０１","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","002E020","3.00","1.00","0.00","4.00","5517.00","22068","自社","2026/09","5.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾏｻｷﾏﾂｼﾏD3 F","MF3D101","2","55","ＭＦ３Ｄ－１０１","ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","002E020","13.00","3.00","1.00","17.00","5967.00","101439","自社","2026/09","19.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾏｻｷﾏﾂｼﾏD3 F","MF3D101","3","55","ＭＦ３Ｄ－１０１","ﾃﾞｻﾞｰﾄﾎﾜｲﾄ","プロパー","1","物流部倉庫","002E020","2.00","0.00","1.00","3.00","5747.00","17241","自社","2026/09","4.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾏｻｷﾏﾂｼﾏD3 F","MF3D101","4","55","ＭＦ３Ｄ－１０１","ﾃﾞｻﾞｰﾄｸﾞﾚｰ","プロパー","1","物流部倉庫","002E020","0.00","2.00","0.00","2.00","5747.00","11494","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ﾏｻｷﾏﾂｼﾏD3 F","MF3D102","2","55","ＭＦ３Ｄ－１０２","ﾀﾞｰｸｸﾞﾚｰ/ﾗｲﾄｸﾞﾚｰ","プロパー","1","物流部倉庫","002E020","0.00","1.00","0.00","1.00","6582.00","6582","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾏｻｷﾏﾂｼﾏD3 F","MF3D104","1","55","ＭＦ３Ｄ－１０４","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","002E020","44.00","0.00","1.00","45.00","5334.00","240030","自社","2026/09","47.00","0.00","1.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00"
"ﾏｻｷﾏﾂｼﾏD3 F","MF3D104","2","55","ＭＦ３Ｄ－１０４","ﾀﾞｰｸﾈｲﾋﾞｰ","プロパー","1","物流部倉庫","002E020","26.00","1.00","0.00","27.00","5784.00","156168","自社","2026/09","29.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾏｻｷﾏﾂｼﾏD3 F","MF3D105","1","56","ＭＦ３Ｄ－１０５","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","002E020","7.00","1.00","0.00","8.00","6301.00","50408","自社","2026/09","10.00","0.00","1.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00"
"ﾏｻｷﾏﾂｼﾏD3 F","MF3D105","2","56","ＭＦ３Ｄ－１０５","ﾀﾞｰｸｸﾞﾚｰ","プロパー","1","物流部倉庫","002E020","2.00","0.00","0.00","2.00","6751.00","13502","自社","2026/09","3.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00"
"ﾏｻｷﾏﾂｼﾏSG","MSG1002","2","60","ＭＳＧ－１００２","ｸﾘｱﾎﾞﾙﾄﾞｰ/ｶﾞﾝﾒﾀﾙ","プロパー","1","物流部倉庫","002E020","6.00","0.00","0.00","6.00","3103.00","18618","自社","2026/09","6.00","0","0","0","0","0","0","0","0","0.00"
"ｴｸｽﾜｲｱF","XW1022","1","55","ＸＷ－１０２２","ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","002E020","0.00","1.00","0.00","1.00","3162.00","3162","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ｴｸｽﾜｲｱF","XW1032","1","55","ＸＷ－１０３２","ﾍｱﾗｲﾝｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","002E020","73.00","0.00","10.00","83.00","4006.00","332498","自社","2026/09","85.00","0.00","1.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
"ｴｸｽﾜｲｱF","XW1032","2","55","ＸＷ－１０３２","ｸﾞﾚｰ","プロパー","1","物流部倉庫","002E020","55.00","0.00","10.00","65.00","3761.00","244465","自社","2026/09","68.00","0.00","2.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
"ｴｸｽﾜｲｱF","XW1032","3","55","ＸＷ－１０３２","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","002E020","22.00","0.00","6.00","28.00","3851.00","107828","自社","2026/09","32.00","0.00","3.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
"ｴｸｽﾜｲｱF","XW1033","2","55","ＸＷ－１０３３","ｶﾞﾝﾒﾀﾙ","プロパー","1","物流部倉庫","002E020","0.00","1.00","0.00","1.00","3415.00","3415","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ｴｸｽﾜｲｱF","XW1034","1","55","ＸＷ－１０３４","ｸﾞﾚｰ","プロパー","1","物流部倉庫","002E020","20.00","0.00","23.00","43.00","4077.00","175311","自社","2026/09","55.00","0.00","11.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
"ｴｸｽﾜｲｱF","XW1034","2","55","ＸＷ－１０３４","ｶﾞﾝﾒﾀﾙ/ｸﾞﾚｰ","プロパー","1","物流部倉庫","002E020","62.00","0.00","23.00","85.00","4077.00","346545","自社","2026/09","97.00","0.00","11.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
"ｴｸｽﾜｲｱF","XW1034","3","55","ＸＷ－１０３４","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","002E020","35.00","0.00","24.00","59.00","4077.00","240543","自社","2026/09","72.00","0.00","12.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
"ｴｸｽﾜｲｱF","XW1040","1","56","ＸＷ－１０４０","ｸﾞﾚｰ","プロパー","1","物流部倉庫","002E020","30.00","0.00","22.00","52.00","3790.00","197080","自社","2026/09","67.00","0.00","14.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00"
"ｴｸｽﾜｲｱF","XW1040","2","56","ＸＷ－１０４０","ｶﾞﾝﾒﾀﾙ","プロパー","1","物流部倉庫","002E020","0.00","0.00","14.00","14.00","3790.00","53060","自社","2026/09","18.00","0.00","4.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ｴｸｽﾜｲｱF","XW1040","3","56","ＸＷ－１０４０","ﾈｲﾋﾞｰ/ｸﾞﾚｰ","プロパー","1","物流部倉庫","002E020","20.00","0.00","21.00","41.00","3890.00","159490","自社","2026/09","57.00","0.00","16.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ｴｸｽﾜｲｱF","XW1042","1","55","ＸＷ－１０４２","ﾍｱﾗｲﾝｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","002E020","30.00","15.00","5.00","50.00","4587.00","229350","自社","2026/09","53.00","0.00","101.00","100.00","2.00","0.00","0.00","0.00","0.00","1.00"
"ｴｸｽﾜｲｱF","XW1042","2","55","ＸＷ－１０４２","ｸﾞﾚｰ","プロパー","1","物流部倉庫","002E020","25.00","15.00","5.00","45.00","4347.00","195615","自社","2026/09","49.00","0.00","100.00","100.00","4.00","0.00","0.00","0.00","0.00","1.00"
"ｴｸｽﾜｲｱF","XW1042","3","55","ＸＷ－１０４２","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","002E020","20.00","15.00","5.00","40.00","4437.00","177480","自社","2026/09","46.00","0.00","102.00","100.00","4.00","0.00","0.00","0.00","0.00","1.00"
"ｴｸｽﾜｲｱF","XW1053","1","55","ＸＷ－１０５３","ﾍｱﾗｲﾝｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002E020","130.00","14.00","13.00","157.00","4689.00","736173","自社","2026/09","161.00","0.00","103.00","100.00","1.00","0.00","0.00","0.00","0.00","1.00"
"ｴｸｽﾜｲｱF","XW1053","2","55","ＸＷ－１０５３","IPｸﾞﾚｰ/IPﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","002E020","170.00","12.00","13.00","195.00","4724.00","921180","自社","2026/09","197.00","0.00","121.00","120.00","1.00","0.00","0.00","0.00","0.00","1.00"
"ｴｸｽﾜｲｱF","XW1053","3","55","ＸＷ－１０５３","IPｶﾞﾝﾒﾀﾙ","プロパー","1","物流部倉庫","002E020","200.00","15.00","12.00","227.00","4454.00","1011058","自社","2026/09","230.00","0.00","82.00","80.00","1.00","0.00","0.00","0.00","0.00","1.00"
"ｴｸｽﾜｲｱF","XW1057","1","53","ＸＷ－１０５７","IPﾍｱﾗｲﾝｸﾞﾚｰ","プロパー","1","物流部倉庫","002E020","67.00","0.00","23.00","90.00","4505.00","405450","自社","2026/09","102.00","0.00","11.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
"ｴｸｽﾜｲｱF","XW1057","2","53","ＸＷ－１０５７","IPﾍｱﾗｲﾝｶﾞﾝﾒﾀﾙ","プロパー","1","物流部倉庫","002E020","21.00","0.00","23.00","44.00","4505.00","198220","自社","2026/09","73.00","0.00","27.00","0.00","2.00","0.00","0.00","0.00","0.00","1.00"
"ｴｸｽﾜｲｱF","XW1057","3","53","ＸＷ－１０５７","IPﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","002E020","7.00","0.00","20.00","27.00","4495.00","121365","自社","2026/09","68.00","0.00","40.00","0.00","1.00","0.00","0.00","0.00","0.00","1.00"
"ｴｸｽﾜｲｱF","XW1059","1","54","ＸＷ－１０５９","IPﾍｱﾗｲﾝｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","002E020","0.00","0.00","24.00","24.00","3879.00","93096","自社","2026/09","39.00","0.00","0.00","0.00","15.00","0.00","0.00","0.00","0.00","0.00"
"ｴｸｽﾜｲｱF","XW1059","2","54","ＸＷ－１０５９","IPﾈｲﾋﾞｰ","プロパー","1","物流部倉庫","002E020","0.00","0.00","20.00","20.00","4149.00","82980","自社","2026/09","29.00","0.00","2.00","0.00","7.00","0.00","0.00","0.00","0.00","0.00"
"ｴｸｽﾜｲｱF","XW1059","3","54","ＸＷ－１０５９","IPｶﾞﾝﾒﾀﾙ","プロパー","1","物流部倉庫","002E020","0.00","0.00","19.00","19.00","3809.00","72371","自社","2026/09","30.00","0.00","2.00","0.00","9.00","0.00","0.00","0.00","0.00","0.00"
"ｴｸｽﾜｲｱF","XW1070","3","55","ＸＷ－１０７０","IPﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","002E020","0.00","0.00","1.00","1.00","3647.00","3647","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ｴｸｽﾜｲｱF","XW1073","1","55","ＸＷ－１０７３","IPﾍｱﾗｲﾝｸﾞﾚｰ","プロパー","1","物流部倉庫","002E020","0.00","0.00","2.00","2.00","4327.00","8654","自社","2026/09","16.00","0.00","0.00","0.00","14.00","0.00","0.00","0.00","0.00","0.00"
