"ブランド","品番","カラーNo","ｻｲｽﾞ","品名","カラー名","OEM区分","倉庫ｺｰﾄﾞ","倉庫名","ﾛｹｰｼｮﾝ","可能在庫数","出荷残数","ｷｰﾌﾟ残数","現在庫数","原単価","原価額","預かり区分","年月度","前月在庫数","入荷数","出荷数","入庫数","出庫数","振替数(+)","振替数(-)","調整数","棚卸差異","未入庫数"
"海外THERASIA F 韓国ﾊﾟﾘﾐｷ","TTJ092","4","49","ＴＪ－０９２","ﾀﾞｰｸｸﾞﾚｰ/ﾎﾜｲﾄｺﾞｰﾙﾄﾞ","OEM","1","物流部倉庫","002G020","1.00","0.00","0.00","1.00","3275.50","3276","自社","2026/09","0.00","0.00","1.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙｱﾅF","LN013","3","52","ＬＮ－０１３","ｺｺｱﾌﾞﾗｳﾝ･ﾏｯﾄｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002H010","0.00","1.00","0.00","1.00","1800.00","1800","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾙｱﾅF","LN014","2","51","ＬＮ－０１４","ﾋﾟｰﾁ･ﾏｯﾄｼｬﾝﾊﾟﾝﾍﾞｰｼﾞｭ","プロパー","1","物流部倉庫","002H010","0.00","1.00","0.00","1.00","1830.00","1830","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾙｱﾅF","LN015","1","52","ＬＮ－０１５","ｺﾞｰﾙﾄﾞ･ﾈｲﾋﾞｰ","プロパー","1","物流部倉庫","002H010","0.00","1.00","0.00","1.00","1830.00","1830","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾙｱﾅF","LN016","3","50","ＬＮ－０１６","ﾛｾﾞﾜｲﾝ･ｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002H010","0.00","1.00","0.00","1.00","1830.00","1830","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾙｱﾅF","LN029","1","51","ＬＮ－０２９","ﾋﾟﾝｸ･ｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002H010","0.00","0.00","5.00","5.00","2268.00","11340","自社","2026/09","6.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙｱﾅF","LN029","2","51","ＬＮ－０２９","ﾜｲﾝ･ｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002H010","0.00","0.00","10.00","10.00","2268.00","22680","自社","2026/09","10.00","0","0","0","0","0","0","0","0","0.00"
"ﾙｱﾅF","LN029","3","51","ＬＮ－０２９","ｺｰﾗﾙﾍﾞｰｼﾞｭ･ｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002H010","0.00","0.00","10.00","10.00","2268.00","22680","自社","2026/09","11.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙｱﾅF","LN031","1","51","ＬＮ－０３１","ｺﾞｰﾙﾄﾞ(ﾓｰｳﾞﾌﾞﾗｳﾝ)","プロパー","1","物流部倉庫","002H010","0.00","0.00","9.00","9.00","2254.00","20286","自社","2026/09","12.00","0.00","3.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙｱﾅF","LN031","2","51","ＬＮ－０３１","ﾋﾟﾝｸ･ﾏｯﾄｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002H010","0.00","0.00","9.00","9.00","2254.00","20286","自社","2026/09","10.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙｱﾅF","LN031","3","51","ＬＮ－０３１","ﾈｲﾋﾞｰ･ﾏｯﾄｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002H010","0.00","0.00","7.00","7.00","2254.00","15778","自社","2026/09","9.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙｱﾅF","LN032","1","52","ＬＮ－０３２","ﾗｲﾄﾌﾞﾗｳﾝ･ｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002H010","0.00","0.00","10.00","10.00","2247.00","22470","自社","2026/09","11.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙｱﾅF","LN032","2","52","ＬＮ－０３２","ﾜｲﾝ･ｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002H010","0.00","0.00","6.00","6.00","2247.00","13482","自社","2026/09","8.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙｱﾅF","LN032","3","52","ＬＮ－０３２","ﾗｲﾄﾓｰｳﾞ･ｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002H010","0.00","0.00","9.00","9.00","2247.00","20223","自社","2026/09","10.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ﾙｱﾅF","LN033","1","51","ＬＮ－０３３","ﾋﾟﾝｸ･ｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002H010","0.00","1.00","5.00","6.00","2553.00","15318","自社","2026/09","9.00","0.00","3.00","4.00","4.00","0.00","0.00","0.00","0.00","0.00"
"ﾙｱﾅF","LN033","2","51","ＬＮ－０３３","ﾈｲﾋﾞｰ･ｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002H010","0.00","2.00","5.00","7.00","2553.00","17871","自社","2026/09","8.00","0.00","0.00","2.00","3.00","0.00","0.00","0.00","0.00","0.00"
"ﾙｱﾅF","LN033","3","51","ＬＮ－０３３","ﾗｲﾄﾓｰｳﾞ･ｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002H010","0.00","3.00","8.00","11.00","2553.00","28083","自社","2026/09","20.00","0.00","5.00","4.00","8.00","0.00","0.00","0.00","0.00","1.00"
"ﾙｱﾅF","LN034","1","52","ＬＮ－０３４","ｺﾞｰﾙﾄﾞ(ｵﾘｰﾌﾞｸﾞﾘｰﾝ)","プロパー","1","物流部倉庫","002H010","0.00","3.00","4.00","7.00","2607.00","18249","自社","2026/09","9.00","0.00","1.00","2.00","3.00","0.00","0.00","0.00","0.00","0.00"
"ﾙｱﾅF","LN034","2","52","ＬＮ－０３４","ﾜｲﾝ･ﾏｯﾄｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002H010","1.00","4.00","8.00","13.00","2607.00","33891","自社","2026/09","24.00","0.00","2.00","3.00","12.00","0.00","0.00","0.00","0.00","0.00"
"ﾙｱﾅF","LN034","3","52","ＬＮ－０３４","ﾗｲﾄﾓｰｳﾞ･ﾏｯﾄｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002H010","0.00","0.00","2.00","2.00","2607.00","5214","自社","2026/09","2.00","0.00","1.00","3.00","2.00","0.00","0.00","0.00","0.00","0.00"
"ﾙｱﾅF","LN035","1","50","ＬＮ－０３５","ｺﾞｰﾙﾄﾞ(ﾓｰｳﾞﾌﾞﾗｳﾝ)/ﾗｲﾄﾌﾞﾙｰ･ｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002H010","0.00","2.00","1.00","3.00","2507.00","7521","自社","2026/09","4.00","0.00","0.00","2.00","3.00","0.00","0.00","0.00","0.00","0.00"
"ﾙｱﾅF","LN035","2","50","ＬＮ－０３５","ﾜｲﾝ･ｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002H010","0.00","4.00","6.00","10.00","2507.00","25070","自社","2026/09","16.00","0.00","2.00","1.00","5.00","0.00","0.00","0.00","0.00","1.00"
"ﾙｱﾅF","LN035","3","50","ＬＮ－０３５","ﾗｲﾄﾓｰｳﾞ･ｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002H010","1.00","4.00","7.00","12.00","2507.00","30084","自社","2026/09","16.00","0.00","2.00","3.00","5.00","0.00","0.00","0.00","0.00","0.00"
"ﾙｱﾅF","LN036","1","51","ＬＮ－０３６","ﾋﾟﾝｸ･ﾏｯﾄｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002H010","1.00","4.00","8.00","13.00","2553.00","33189","自社","2026/09","30.00","0.00","5.00","4.00","16.00","0.00","0.00","0.00","0.00","0.00"
"ﾙｱﾅF","LN036","2","51","ＬＮ－０３６","ﾗｲﾄﾌﾞﾗｳﾝ･ﾏｯﾄｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002H010","0.00","3.00","6.00","9.00","2553.00","22977","自社","2026/09","9.00","0.00","0.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00"
"ﾙｱﾅF","LN036","3","51","ＬＮ－０３６","ﾈｲﾋﾞｰ･ﾏｯﾄｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","002H010","0.00","4.00","6.00","10.00","2553.00","25530","自社","2026/09","13.00","0.00","1.00","1.00","3.00","0.00","0.00","0.00","0.00","0.00"
"NINE F nine eyewaer","T3029","0001M","49","３０２９","ﾏｯﾄﾌﾞﾗｳﾝｻｻ","OEM","1","物流部倉庫","002H010","2.00","0.00","0.00","2.00","4125.00","8250","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"海外RoiReine 北京完","TRR3508","2","55","ＲＲ－３５０８","ｼﾙﾊﾞｰ","OEM","1","物流部倉庫","002H010","0.00","1.00","0.00","1.00","3449.00","3449","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"海外RoiReine 北京完","TRR3508","3","55","ＲＲ－３５０８","ｸﾞﾚｰ","OEM","1","物流部倉庫","002H010","0.00","1.00","0.00","1.00","3779.00","3779","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"海外RoiReine 北京完","TRR3509","3","56","ＲＲ－３５０９","ｸﾞﾚｰ","OEM","1","物流部倉庫","002H010","0.00","1.00","0.00","1.00","4194.00","4194","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"海外RoiReine 北京完","TRR3509","4","56","ＲＲ－３５０９","ﾌﾞﾗｯｸ","OEM","1","物流部倉庫","002H010","0.00","1.00","0.00","1.00","3848.00","3848","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"海外RoiReine 北京完","TRR3518","1","55","ＲＲ－３５１８","ｺﾞｰﾙﾄﾞ","OEM","1","物流部倉庫","002H010","0.00","2.00","0.00","2.00","3191.00","6382","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"海外RoiReine 北京完","TRR3518","2","55","ＲＲ－３５１８","ｼﾙﾊﾞｰ","OEM","1","物流部倉庫","002H010","0.00","2.00","0.00","2.00","3191.00","6382","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"海外RoiReine 北京完","TRR3518","3","55","ＲＲ－３５１８","ｶﾞﾝﾒﾀﾙ","OEM","1","物流部倉庫","002H010","0.00","3.00","0.00","3.00","3191.00","9573","自社","2026/09","3.00","0","0","0","0","0","0","0","0","0.00"
"海外RoiReine 北京完","TRR3518","4","55","ＲＲ－３５１８","ﾌﾞﾗｯｸ","OEM","1","物流部倉庫","002H010","0.00","3.00","0.00","3.00","3191.00","9573","自社","2026/09","3.00","0","0","0","0","0","0","0","0","0.00"
"海外RoiReine 北京完","TRR3519","1","54","ＲＲ－３５１９","ｺﾞｰﾙﾄﾞ","OEM","1","物流部倉庫","002H010","0.00","2.00","0.00","2.00","3237.00","6474","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"海外RoiReine 北京完","TRR3519","2","54","ＲＲ－３５１９","ｼﾙﾊﾞｰ","OEM","1","物流部倉庫","002H010","0.00","3.00","0.00","3.00","3237.00","9711","自社","2026/09","3.00","0","0","0","0","0","0","0","0","0.00"
"海外RoiReine 北京完","TRR3519","3","54","ＲＲ－３５１９","ｶﾞﾝﾒﾀﾙ","OEM","1","物流部倉庫","002H010","0.00","1.00","0.00","1.00","3237.00","3237","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"海外RoiReine 北京完","TRR3519","4","54","ＲＲ－３５１９","ﾌﾞﾗｯｸ","OEM","1","物流部倉庫","002H010","0.00","3.00","0.00","3.00","3237.00","9711","自社","2026/09","3.00","0","0","0","0","0","0","0","0","0.00"
"海外OEM F","TYO016","LO","52","ＹＯ－０１６","ﾋﾟﾝｸｺﾞｰﾙﾄﾞ/ﾋﾟﾝｸｺﾞｰﾙﾄﾞ･ﾀﾞｰｸﾌﾞﾙｰ","OEM","1","物流部倉庫","002H010","2.00","0.00","0.00","2.00","3092.00","6184","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"海外OEM F","TYO016","PK","52","ＹＯ－０１６","ﾋﾟﾝｸ/ﾋﾟﾝｸｺﾞｰﾙﾄﾞ･ﾓｰﾌﾞﾋﾟﾝｸ","OEM","1","物流部倉庫","002H010","3.00","0.00","0.00","3.00","3092.00","9276","自社","2026/09","3.00","0","0","0","0","0","0","0","0","0.00"
"海外OEM F","TYO016","RD","52","ＹＯ－０１６","ﾜｲﾝ/ﾋﾟｰﾁ･ｱﾌﾟﾘｺｯﾄ","OEM","1","物流部倉庫","002H010","2.00","0.00","0.00","2.00","3092.00","6184","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"海外OEM F","TYO016","SV","52","ＹＯ－０１６","ﾊﾟｰﾌﾟﾙ/ﾋﾟﾝｸｺﾞｰﾙﾄﾞ･ﾊﾟｰﾌﾟﾙ","OEM","1","物流部倉庫","002H010","3.00","0.00","0.00","3.00","3092.00","9276","自社","2026/09","3.00","0","0","0","0","0","0","0","0","0.00"
"海外YUKYU ODYSSEY ﾐﾝﾌｪﾝ･ｺﾘｽ","TYO078","1","54","ＹＯ－０７８","ﾛｰｽﾞｺﾞｰﾙﾄﾞ/ﾋﾟﾝｸ･ﾛｰｽﾞｺﾞｰﾙﾄﾞ","OEM","1","物流部倉庫","002H010","0.00","1.00","0.00","1.00","2890.00","2890","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"海外YUKYU ODYSSEY ﾐﾝﾌｪﾝ･ｺﾘｽ","TYO078","2","54","ＹＯ－０７８","ﾋﾟﾝｸ･ｺﾞｰﾙﾄﾞ","OEM","1","物流部倉庫","002H010","0.00","1.00","0.00","1.00","2890.00","2890","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"海外YUKYU ODYSSEY ﾐﾝﾌｪﾝ･ｺﾘｽ","TYO078","3","54","ＹＯ－０７８","ｼｬｰﾘﾝｸﾞﾗｲﾄﾊﾟｰﾌﾟﾙ･ｼｬｰﾘﾝｸﾞｺﾞｰﾙﾄﾞ","OEM","1","物流部倉庫","002H010","0.00","1.00","0.00","1.00","2890.00","2890","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"海外YUKYU ODYSSEY ﾐﾝﾌｪﾝ･ｺﾘｽ","TYO078","4","54","ＹＯ－０７８","ｺﾞｰﾙﾄﾞ","OEM","1","物流部倉庫","002H010","0.00","1.00","0.00","1.00","2890.00","2890","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"海外YUKYU ODYSSEY ﾐﾝﾌｪﾝ･ｺﾘｽ","TYO079","1","51","ＹＯ－０７９","ﾌﾞﾗｯｸ/ﾏｯﾄﾌﾞﾗｯｸ","OEM","1","物流部倉庫","002H010","0.00","1.00","0.00","1.00","2990.00","2990","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"海外YUKYU ODYSSEY ﾐﾝﾌｪﾝ･ｺﾘｽ","TYO079","2","51","ＹＯ－０７９","ﾛｰｽﾞｺﾞｰﾙﾄﾞ/ﾋﾟﾝｸ･ﾀﾞｰｸﾋﾟﾝｸｸﾞﾗﾃﾞ","OEM","1","物流部倉庫","002H010","0.00","1.00","0.00","1.00","2990.00","2990","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"海外YUKYU ODYSSEY ﾐﾝﾌｪﾝ･ｺﾘｽ","TYO079","3","51","ＹＯ－０７９","ｺﾞｰﾙﾄﾞ/ﾗｲﾄﾌﾞﾙｰ･ﾀﾞｰｸｸﾞﾚｰｸﾞﾗﾃﾞ","OEM","1","物流部倉庫","002H010","0.00","1.00","0.00","1.00","2990.00","2990","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"海外YUKYU ODYSSEY ﾐﾝﾌｪﾝ･ｺﾘｽ","TYO079","4","51","ＹＯ－０７９","ｼｬｰﾘﾝｸﾞｼﾙﾊﾞｰ/ﾗｲﾄﾀｰｺｲｽﾞﾌﾞﾙｰ･ﾈｲﾋﾞｰｸﾞﾗﾃﾞ","OEM","1","物流部倉庫","002H010","0.00","1.00","0.00","1.00","2990.00","2990","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"海外YUKYU ODYSSEY ﾐﾝﾌｪﾝ･ｺﾘｽ","TYO080","1","52","ＹＯ－０８０","ｸﾘｱﾌﾞﾗｯｸ/ｺﾞｰﾙﾄﾞ","OEM","1","物流部倉庫","002H010","0.00","1.00","0.00","1.00","2865.00","2865","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"海外YUKYU ODYSSEY ﾐﾝﾌｪﾝ･ｺﾘｽ","TYO080","2","52","ＹＯ－０８０","ﾘﾈﾝﾌﾞﾗｳﾝ/ｼｬｰﾘﾝｸﾞｼﾙﾊﾞｰ","OEM","1","物流部倉庫","002H010","0.00","1.00","0.00","1.00","2865.00","2865","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"海外YUKYU ODYSSEY ﾐﾝﾌｪﾝ･ｺﾘｽ","TYO080","3","52","ＹＯ－０８０","ｼｭｶﾞｰﾌﾞﾗｳﾝﾊｰﾌ/ｺﾞｰﾙﾄﾞ","OEM","1","物流部倉庫","002H010","0.00","1.00","0.00","1.00","2865.00","2865","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"海外YUKYU ODYSSEY ﾐﾝﾌｪﾝ･ｺﾘｽ","TYO080","4","52","ＹＯ－０８０","ｸﾘｱﾌﾞﾗｳﾝ/ﾛｰｽﾞｺﾞｰﾙﾄﾞ","OEM","1","物流部倉庫","002H010","0.00","1.00","0.00","1.00","2865.00","2865","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"海外YUKYU ODYSSEY ﾐﾝﾌｪﾝ･ｺﾘｽ","TYO905","DR","53","ＹＯ－９０５","ﾀﾞｰｸﾜｲﾝ･ｺﾞｰﾙﾄﾞ","OEM","1","物流部倉庫","002H010","2.00","0.00","0.00","2.00","3015.00","6030","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"海外YUKYU ODYSSEY ﾐﾝﾌｪﾝ･ｺﾘｽ","TYO905","GP","53","ＹＯ－９０５","ｺﾞｰﾙﾄﾞ･ﾏｯﾄﾗｲﾄﾌﾞﾙｰ","OEM","1","物流部倉庫","002H010","2.00","0.00","0.00","2.00","3015.00","6030","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"海外YUKYU ODYSSEY ﾐﾝﾌｪﾝ･ｺﾘｽ","TYO905","GP1","53","ＹＯ－９０５","ﾍﾞｰｼﾞｭ(ﾐﾙｸﾃｨｰ)","OEM","1","物流部倉庫","002H010","2.00","0.00","0.00","2.00","3015.00","6030","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"海外YUKYU ODYSSEY ﾐﾝﾌｪﾝ･ｺﾘｽ","TYO905","PK","53","ＹＯ－９０５","ﾋﾟｰﾁ･ｺﾞｰﾙﾄﾞ","OEM","1","物流部倉庫","002H010","2.00","0.00","0.00","2.00","3015.00","6030","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"海外YUKYU ODYSSEY ﾐﾝﾌｪﾝ･ｺﾘｽ","TYO905","SV","53","ＹＯ－９０５","ﾍﾟｰﾙﾋﾟﾝｸ･ﾏｯﾄｼｬﾝﾊﾟﾝﾍﾞｰｼﾞｭ","OEM","1","物流部倉庫","002H010","2.00","0.00","0.00","2.00","3015.00","6030","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"ｱｴﾗF","AE701","2","54","ＡＥ－７０１","ｸﾘｱｸﾞﾚｰ","プロパー","1","物流部倉庫","002H020","0.00","0.00","5.00","5.00","1023.00","5115","自社","2026/09","6.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"BGS F","BGS801","1","45","ＢＧＳ－８０１","ｸﾘｱｸﾞﾚｰﾌﾞﾙｰｻｻ/ｸﾘｱｸﾞﾚｰｻｻ","OEM","1","物流部倉庫","002H020","28.00","0.00","0.00","28.00","1468.50","41118","自社","2026/09","28.00","0","0","0","0","0","0","0","0","0.00"
"BGS F","BGS801","2","45","ＢＧＳ－８０１","ｸﾘｱﾌﾞﾗｳﾝｻｻ","OEM","1","物流部倉庫","002H020","30.00","0.00","0.00","30.00","1468.50","44055","自社","2026/09","30.00","0","0","0","0","0","0","0","0","0.00"
"BGS F","BGS801","3","45","ＢＧＳ－８０１","ｸﾘｱｸﾞﾘｰﾝﾌﾞﾗｳﾝｻｻ/ｸﾘｱｸﾞﾘｰﾝｻｻ","OEM","1","物流部倉庫","002H020","30.00","0.00","0.00","30.00","1468.50","44055","自社","2026/09","30.00","0","0","0","0","0","0","0","0","0.00"
"BGS F","BGS802","1","49","ＢＧＳ－８０２","ｸﾘｱﾚｯﾄﾞﾓｻﾞｲｸ","OEM","1","物流部倉庫","002H020","29.00","0.00","0.00","29.00","1468.50","42587","自社","2026/09","29.00","0","0","0","0","0","0","0","0","0.00"
"BGS F","BGS802","2","49","ＢＧＳ－８０２","ｸﾘｱﾌﾞﾙｰﾓｻﾞｲｸ","OEM","1","物流部倉庫","002H020","26.00","0.00","0.00","26.00","1468.50","38181","自社","2026/09","26.00","0","0","0","0","0","0","0","0","0.00"
"BGS F","BGS802","3","49","ＢＧＳ－８０２","ｸﾘｱﾌﾞﾗｳﾝﾓｻﾞｲｸ","OEM","1","物流部倉庫","002H020","27.00","0.00","0.00","27.00","1468.50","39650","自社","2026/09","27.00","0","0","0","0","0","0","0","0","0.00"
"ｸﾛｺﾀﾞｲﾙF","CRD1001","2","55","ＣＲＤ－１００１","ﾈｲﾋﾞｰ/ﾀﾞｰｸｸﾞﾚｰ","プロパー","1","物流部倉庫","002H020","1.00","0.00","0.00","1.00","3000.00","3000","自社","2026/09","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ｸﾛｺﾀﾞｲﾙF","CRD1002","2","58","ＣＲＤ－１００２","ｸﾞﾚｰ","プロパー","1","物流部倉庫","002H020","1.00","0.00","0.00","1.00","3000.00","3000","自社","2026/09","2.00","0.00","0.00","1.00","2.00","0.00","0.00","0.00","0.00","0.00"
"ｸﾛｺﾀﾞｲﾙF","CRD1004","2","53","ＣＲＤ－１００４","ﾀﾞｰｸｸﾞﾚｰ","プロパー","1","物流部倉庫","002H020","1.00","0.00","0.00","1.00","3000.00","3000","自社","2026/09","1.00","0.00","0.00","1.00","1.00","0.00","0.00","0.00","0.00","0.00"
"ｸﾛｺﾀﾞｲﾙF","CRD1006","3","55","ＣＲＤ－１００６","ﾌﾞﾗｯｸ･ｸﾞﾚｰ","プロパー","1","物流部倉庫","002H020","1.00","0.00","0.00","1.00","3000.00","3000","自社","2026/09","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ｸﾛｺﾀﾞｲﾙF","CRD13001","BR","52","ＣＲＤ１３－００１","ﾌﾞﾗｳﾝ","OEM","1","物流部倉庫","002H020","69.00","0.00","0.00","69.00","2576.00","177744","自社","2026/09","72.00","0.00","3.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ｸﾛｺﾀﾞｲﾙF","CRD13001","GUN","52","ＣＲＤ１３－００１","ｶﾞﾝﾒﾀﾙ","OEM","1","物流部倉庫","002H020","60.00","0.00","0.00","60.00","2576.00","154560","自社","2026/09","78.00","0.00","18.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ｸﾛｺﾀﾞｲﾙF","CRD13001","LGR","52","ＣＲＤ１３－００１","ﾗｲﾄｸﾞﾚｰ","OEM","1","物流部倉庫","002H020","67.00","0.00","0.00","67.00","2576.00","172592","自社","2026/09","78.00","0.00","11.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ｸﾛｺﾀﾞｲﾙF","CRD13002","GUN","53","ＣＲＤ１３－００２","ｶﾞﾝﾒﾀﾙ","OEM","1","物流部倉庫","002H020","42.00","0.00","0.00","42.00","2576.00","108192","自社","2026/09","54.00","0.00","12.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ｸﾛｺﾀﾞｲﾙF","CRD13002","LGR","53","ＣＲＤ１３－００２","ﾗｲﾄｸﾞﾚｰ","OEM","1","物流部倉庫","002H020","40.00","0.00","0.00","40.00","2576.00","103040","自社","2026/09","65.00","0.00","25.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ｸﾛｺﾀﾞｲﾙF","CRD13002","WHG","53","ＣＲＤ１３－００２","ﾎﾜｲﾄｺﾞｰﾙﾄﾞ","OEM","1","物流部倉庫","002H020","66.00","0.00","0.00","66.00","2576.00","170016","自社","2026/09","79.00","0.00","13.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ｸﾛｺﾀﾞｲﾙF","CRD13003","BK","54","ＣＲＤ１３－００３","ﾌﾞﾗｯｸ","OEM","1","物流部倉庫","002H020","54.00","0.00","0.00","54.00","2576.00","139104","自社","2026/09","68.00","0.00","14.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ｸﾛｺﾀﾞｲﾙF","CRD13003","BR","54","ＣＲＤ１３－００３","ﾌﾞﾗｳﾝ","OEM","1","物流部倉庫","002H020","60.00","0.00","0.00","60.00","2576.00","154560","自社","2026/09","76.00","0.00","16.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ｸﾛｺﾀﾞｲﾙF","CRD13003","GR","54","ＣＲＤ１３－００３","ｸﾞﾚｰ","OEM","1","物流部倉庫","002H020","68.00","0.00","0.00","68.00","2576.00","175168","自社","2026/09","72.00","0.00","4.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ｸﾛｺﾀﾞｲﾙF","CRD13004","LBR","53","ＣＲＤ１３－００４","ﾗｲﾄﾌﾞﾗｳﾝ","OEM","1","物流部倉庫","002H020","46.00","0.00","0.00","46.00","2576.00","118496","自社","2026/09","51.00","0.00","5.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ｸﾛｺﾀﾞｲﾙF","CRD13004","LGR","53","ＣＲＤ１３－００４","ﾗｲﾄｸﾞﾚｰ","OEM","1","物流部倉庫","002H020","38.00","0.00","0.00","38.00","2576.00","97888","自社","2026/09","45.00","0.00","7.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ｸﾛｺﾀﾞｲﾙF","CRD13004","NV","53","ＣＲＤ１３－００４","ﾈｲﾋﾞｰ","OEM","1","物流部倉庫","002H020","32.00","0.00","0.00","32.00","2576.00","82432","自社","2026/09","45.00","0.00","13.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"e spice F","ES1015","3","47","ＥＳ－１０１５","ﾋﾟﾝｸﾏｯﾄ(ﾌﾞﾗｯｸﾃﾞﾐ)","プロパー","1","物流部倉庫","002H020","1.00","0.00","0.00","1.00","2640.00","2640","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"ﾏｰｼﾞ･ﾏｻﾄﾓF","MJM096","1","55","ＭＪＭ－０９６","ｸﾘｱｸﾞﾚｰ･ｸﾞﾚｰﾊﾟｰﾙﾃﾞﾐ(ｸﾞﾚｰ)","プロパー","1","物流部倉庫","002H020","0.00","0.00","3.00","3.00","4253.00","12759","自社","2026/09","4.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
